90.6650582131,37.5506824719,302.057186216
64.3880536077,68.0028423408,332.907106924
90.1589619456,21.718965584,252.390526774
40.8292005105,70.6035431829,286.115045136
16.310625472,54.6646519127,192.730382541
10.1672750238,72.6781677189,242.899750926
81.4758293939,98.3140567582,459.036705911
60.3026192234,44.0404276098,251.058694548
22.4751761768,32.6572468808,139.62809825
73.0617821008,8.09480905416,169.889947072
85.4982157005,75.2063209448,390.582867928
58.6625010455,4.87853447603,129.686765922
51.562904224,21.7723259106,170.586121015
97.6202850251,59.2827731129,375.376377389
94.7631811017,75.4363498867,421.310728264
20.990993171,99.1667197507,336.622136092
94.5466778592,79.1560175536,432.644357323
4.44492098769,81.657412236,261.133901481
55.8252775595,29.561024243,202.538330286
76.6291355064,51.7686404675,312.091263982
28.1396736154,8.57811290161,89.8560932338
42.3755254324,48.3617812518,233.923664254
52.1040670107,78.613063011,344.963407444
1.08455423219,92.1614096762,274.986426142
85.6095747801,94.6462957869,461.919161371
27.9701463225,70.5795096717,265.798332967
24.2907352952,68.009838209,256.693879687
92.4827109822,4.95107561585,208.642256762
2.60901646361,10.7899388302,41.3406358652
88.6818934446,4.12399526586,185.507955892
95.260464264,76.9931575391,427.135909346
4.98531116847,17.4810994105,62.1177504265
15.8257376694,50.6502585342,189.199154531
84.6135657699,88.2292391148,436.218611059
7.29299302795,15.2029613593,67.6189658194
75.3928299026,28.9863868724,232.527650118
49.2182009728,76.4902271363,325.560470519
34.8624471514,45.3521906291,203.957475374
27.5632856888,0.482343129089,54.8495639681
13.1865921608,48.7952533086,175.85869965
22.8048607182,62.6918997191,233.595592054
16.610741517,73.6272096601,254.523913502
7.36656705435,62.089861112,208.678828063
58.0860485081,8.37242494746,139.092035058
63.9117714476,5.79247533197,139.329285413
16.8666579317,14.0122930085,75.0720870813
5.34843414392,23.4622154886,73.9981983762
40.3855252733,75.1435392735,311.444938558
61.7166706202,81.657953188,380.922189372
83.7377975846,85.2546086177,422.281275567
44.4414426395,10.9077901057,123.015713882
65.0245999707,60.93610587,316.97263545
29.5302652923,57.0789813482,230.805948103
27.0927306674,30.1102418888,140.600395346
78.6170503691,43.3765137448,285.970787709
88.0015010549,4.72972398657,199.990570195
24.0728801863,0.59535407887,51.9588265967
83.3709687117,22.0409435527,235.062882409
54.151594243,13.8031733607,152.448626607
18.3126724692,18.633283693,94.4230588966
1.71999312773,85.6402449112,268.60879819
55.4229443694,22.1154776206,181.065172697
99.001934428,78.9142885206,436.486258004
84.8718698833,99.3820501962,473.923531327
9.17325241565,50.3416614882,164.931488792
30.8878964161,26.9638488148,139.366731729
88.2397942935,29.775158796,268.784883116
7.60776424556,4.80341877095,34.3991364325
17.9679725189,9.2680919985,59.3714612285
2.91674430887,61.0651022517,193.269957983
27.1935392306,44.3725309189,192.668040001
29.6610063065,99.7432172532,358.390522653
9.70020120482,6.77881102511,41.5430495786
43.8159439751,7.03212736385,111.503181808
26.9450386817,26.7366513631,132.100116353
59.2038366003,63.1572399183,314.415589344
63.3662008244,36.5810176531,233.469345277
6.5003319201,58.7870039181,184.993732101
93.834194405,19.9098506223,242.498504904
23.6840722095,60.9125238723,230.682766216
61.2523962037,69.9171639706,330.662497302
56.974904732,97.0195875143,408.369532905
38.6660734096,44.4858988499,205.000168304
31.4975435828,89.9317320245,333.305518367
5.83958741366,68.8408013545,218.309418055
64.9127875342,54.2894135814,298.731821635
85.7104943937,52.0117775408,332.154118082
77.2820983027,36.8198026418,268.883389658
25.4165321261,20.5625130326,113.946129953
48.9157185637,57.52150193,274.030841705
76.3584524764,95.2121697374,436.433126352
85.8969820562,14.1632728443,209.337509068
47.7778497653,74.8315837358,322.047873078
62.0026971898,15.2963743139,174.546289807
75.067218646,8.90705080225,174.242784682
68.8807753016,22.7249108177,194.286327167
65.3660702607,67.6562494203,329.411130726
89.4288044283,61.2330438334,364.940715014
83.542401285,70.288979368,378.334027952
52.6725490962,85.44657103,359.420914326
