25.1188383069,49.5344157938
35.4845636994,70.5789989994
41.4024612538,80.1451659267
27.1343421418,55.6395475674
48.4253419462,97.74026258
10.6890640558,26.878239303
44.2588960044,93.4374742346
46.2818263368,89.8918312093
7.83596664936,13.4744367891
21.6219959986,41.2318087032
5.95279239387,17.087748119
4.53676727416,14.4609314482
24.2083267402,50.3250799558
24.1638744943,45.5058716156
27.6462278699,53.1663358889
42.6319048718,81.373420596
24.7431054535,54.8496188212
30.2486912006,53.2305564768
41.8797350471,85.9410747102
31.4632964947,67.1273257588
26.3029178244,51.2048613448
43.7442699592,90.5161587127
16.9996299394,29.685554504
47.2355785426,99.2844641447
14.6924886544,24.781790927
0.349888357645,-10.1774765736
27.196642761,54.4746502372
40.9225452029,77.9671286584
18.7306871062,30.6821982665
33.1569036265,67.248634847
39.7592845433,74.0069931447
22.8809334619,48.9907163424
22.648848818,46.174303502
45.2970217576,91.0527490717
26.0665575641,55.1739933744
30.7705379801,67.0672570109
24.5742896784,51.3391974846
23.5862889996,52.316230975
11.9672641521,25.8019199945
47.9404182806,93.1866905856
6.29181310738,17.1354302799
43.7838916627,80.0950362706
38.8259411843,80.861932308
13.5832468721,31.6056536944
24.7606785164,43.9638288303
5.02045748429,18.4351372975
33.8687569431,66.0191083096
39.4648590548,82.9362897854
38.1384305768,79.8298818467
20.7899359983,36.8600800511
49.5155648252,104.509389829
38.1785423539,74.295969493
31.062927816,57.0528474551
45.5741309568,84.2313368363
32.8525272962,63.7913433968
40.2411296497,90.3477859944
36.3562516718,77.6158696614
7.80558243592,23.2260020709
18.3503393226,36.3242877678
3.34284123402,2.38368370998
45.3696529974,93.2668484497
49.1381376798,98.6646905411
8.24155179583,15.6897975116
40.3605756256,82.2502230846
31.5018061911,55.4894478754
9.0628427103,6.55211587124
13.9854041187,25.37116018
34.9382452364,73.9661004092
7.36772293154,4.77319240553
21.9069519716,36.9496875595
7.28046259476,10.4165471872
45.7138871786,92.7185811009
33.3427576222,74.2105067061
29.5874809098,60.2141306519
25.2093400179,48.4945293083
5.66161589196,18.2363476366
2.09436353631,3.51445922219
15.8547120383,36.8118483637
38.8446570302,80.2176154781
12.7803145707,21.5462743116
35.2204270822,72.5288831443
4.78364394327,0.935765184251
0.0488136567077,7.07198218988
31.8775877294,67.2257695177
33.1739155004,66.5252702352
4.61285455671,8.38032340347
11.1548192095,34.023754968
38.8483963919,81.0387203182
23.5904958256,49.3383958241
49.0306419862,96.7756246426
32.8730610023,70.545748788
5.45864053936,10.9727794538
48.6600460553,103.445042088
7.79857729843,7.70539275067
0.948371490608,2.37252260079
26.8970407202,56.5275448428
46.1282173524,93.4250187995
40.4766613386,79.3979424623
30.4552466473,56.9098605499
26.191940792,56.3418092713
